;angiodysplasia;erosion;stenosis;lymphangiectasia;lymph follicle;SMT;polyp-like;bleeding;diverticulum;erythema;foreign body;vein
385;9565;1713;15060;9042;1543;13725;6114;10593;-1;9217;9579;2595
386;9567;1714;15061;9043;1544;13726;6115;10594;-1;9218;9580;2596
387;9585;1715;15062;9044;1545;13732;6116;10595;-1;9240;9581;2597
388;9586;1716;15063;9058;1546;13733;6117;10596;-1;9241;9582;2598
389;9587;1717;15064;9063;1547;13734;6118;10597;-1;9242;9602;2599
390;9588;1718;15065;9066;1548;13736;6119;10598;-1;9243;9608;2600
391;9589;1719;15066;9068;1549;13737;6120;10599;-1;9244;9609;2601
392;9590;1720;15067;9078;1550;13740;6121;10600;-1;9245;9610;2602
393;9591;1721;15068;9079;1551;13746;6122;10601;-1;9246;9611;2603
394;9592;1722;15069;9090;1552;13747;6125;10602;-1;9247;9612;2604
395;9594;1723;15070;9093;1555;13811;6127;10603;-1;9248;9613;2605
396;9599;1724;15071;9094;1556;13924;6128;10604;-1;9269;9614;2606
397;9603;1725;15072;9095;1557;13952;6129;10605;-1;9271;9615;2607
398;9620;1726;15073;9098;1558;14082;6130;10606;-1;9272;9616;2609
399;9621;1727;15074;9099;1559;14083;6131;10607;-1;9273;9617;2610
400;9622;1728;15075;9100;1560;14084;6132;10608;-1;9274;9618;2611
401;9702;1729;15076;9101;1562;14085;6218;10609;-1;9275;9619;5959
402;9722;1730;15077;9109;1631;14086;6219;10612;-1;9276;9802;5960
403;9739;1731;15078;9165;1734;14087;6220;10613;-1;9283;9803;5962
404;9740;1732;15079;9167;1735;14088;6221;10614;-1;9284;9804;5963
405;9741;1733;15080;9236;1736;14089;6222;10839;-1;9285;9805;5964
406;9742;1734;15081;9359;2025;14090;6223;10840;-1;9287;9806;5965
407;9743;1735;15082;9415;2043;14091;6224;10896;-1;9288;9807;5967
408;9744;1736;15083;9504;2045;14092;6225;10900;-1;9289;9808;6367
409;9749;1737;15084;9508;2049;14093;6226;10994;-1;9296;9809;6368
410;9760;1738;15085;9510;2612;14094;6229;10995;-1;9297;9810;6369
411;9761;1739;15086;9561;2616;14138;6230;11012;-1;9298;9811;6370
412;9762;1740;15087;9562;2618;14139;6231;11568;-1;9299;9812;6371
413;9763;1741;15088;9563;2620;14140;6232;11569;-1;9300;9813;6372
414;9764;1742;15089;9568;2621;14141;6233;11570;-1;9304;10313;6373
415;9768;1743;15388;9569;2625;14144;6234;11571;-1;9305;10319;6374
416;9770;1744;15389;9570;2626;14145;6235;11572;-1;9306;10320;6375
417;9787;1745;15390;9571;2629;14164;6236;11573;-1;9307;10321;6376
418;9788;1746;15393;9572;2630;14166;6237;11763;-1;9308;10322;6377
419;9789;1751;15395;9573;2632;15093;6238;11778;-1;9309;10323;6378
420;9866;1752;15396;9574;2633;15096;6239;11779;-1;9310;10324;6379
421;9903;1753;15397;9604;2634;15097;6242;11780;-1;9311;10325;6380
422;9907;1754;15398;9605;2635;15098;6243;11789;-1;9312;10326;6381
423;10010;1755;15514;9656;2792;15100;6244;11790;-1;9313;10327;6382
424;10011;1756;15518;9659;2794;15101;6245;11791;-1;9314;10328;6383
425;10012;1757;15536;9660;2824;15102;6432;11792;-1;9315;10329;6384
426;10014;1758;15537;9662;2826;15103;6433;11800;-1;9316;10330;6385
427;10015;1759;15538;9663;2840;15241;6471;11808;-1;9317;10331;6386
428;10022;1760;15539;9664;2856;15242;6474;11812;-1;9318;10332;6387
429;10023;1761;15541;9665;2859;15271;6475;11814;-1;9319;10333;6388
430;10034;1762;15635;9708;2869;15279;6476;11815;-1;9320;10429;6389
431;10037;1763;15651;9711;2872;15280;6478;11816;-1;9321;10430;6390
432;10043;1764;15653;9727;2963;15281;6479;11817;-1;9322;10431;6391
433;10044;1765;15654;9754;2966;15282;6480;11819;-1;9323;10432;6392
434;10049;1786;15656;9755;3258;15283;6481;11820;-1;9324;10433;6393
435;10050;1787;17591;9756;3260;15284;6482;11821;-1;9325;10434;6394
436;10052;1791;17592;9861;3263;15287;6483;11823;-1;9326;10456;6395
437;10056;1792;17593;9904;3264;15288;6484;11824;-1;9327;10458;6396
438;10057;1793;17595;9905;3265;15312;6490;11828;-1;9328;10535;6397
439;10058;1794;17623;9906;3275;15317;6716;11829;-1;9330;10538;6398
440;10059;1795;17942;10013;3286;15318;6717;11830;-1;9331;10539;7010
441;10060;1796;18065;10016;3287;15319;6749;11831;-1;9332;10540;7012
442;10061;1798;-1;10020;3290;15350;6750;11832;-1;9333;10541;7013
443;10071;1799;-1;10042;3292;15351;6787;11833;-1;9334;10542;7014
444;10072;1800;-1;10069;3294;15352;7126;11834;-1;9335;10544;7015
445;10073;1801;-1;10075;3299;15353;7129;11835;-1;9336;10545;7016
446;10074;1803;-1;10076;3303;15354;7130;11836;-1;9337;10679;7017
447;10086;1804;-1;10172;3304;15457;7131;11837;-1;9338;10680;7018
448;10087;1805;-1;10194;3305;15582;7132;11838;-1;9361;10710;7019
449;10153;1806;-1;10361;3306;15583;7133;11839;-1;9362;10711;7020
450;10154;1807;-1;10364;3307;15584;7134;11840;-1;9363;11423;7021
451;10157;1808;-1;10365;5082;15752;7136;11843;-1;9364;11471;7022
452;10158;1809;-1;10387;5217;15772;7137;11844;-1;9365;11500;7023
453;10159;1810;-1;10413;5221;15804;7138;11845;-1;9366;11502;7024
454;10179;1811;-1;10468;5222;15805;7518;11846;-1;9367;11504;7025
455;10180;1812;-1;10778;5370;15882;7521;11847;-1;9368;11505;7026
456;10193;1813;-1;11199;5371;15928;7522;11848;-1;9369;11506;7027
457;10198;1814;-1;11213;5373;15929;7523;11849;-1;9370;11507;7028
458;10254;1815;-1;11223;5374;15930;7524;11850;-1;9371;11561;7029
459;10300;1818;-1;11341;5375;15931;7525;11851;-1;9372;11562;7030
460;10301;1819;-1;11487;5425;15932;7526;11852;-1;9373;11563;7031
461;10302;1820;-1;11488;5426;15933;7528;11853;-1;9374;11564;7032
462;10303;1821;-1;11533;5427;15934;7529;11854;-1;9375;11565;8103
463;10315;1822;-1;11534;5429;15935;7530;11855;-1;9376;11566;8104
464;10316;1823;-1;11694;5430;15936;7531;11858;-1;9377;11756;8105
465;10317;1824;-1;11714;5431;15937;7757;11861;-1;9378;11925;8106
466;10318;1831;-1;11727;5432;15938;7775;11862;-1;9405;11927;8107
467;10333;1832;-1;11895;5433;15939;7780;11868;-1;9406;11928;8108
468;10334;1833;-1;11899;5436;15940;7838;11871;-1;9407;11929;8112
469;10337;1834;-1;12046;5441;15941;7839;11873;-1;9408;11931;8113
470;10363;1835;-1;12220;5445;15942;7911;11877;-1;9409;11932;8114
471;10374;1836;-1;12334;5446;15943;7912;11879;-1;9410;11934;8115
472;10375;1837;-1;12389;5447;15944;7914;11880;-1;9411;11935;8116
473;10376;1838;-1;12391;5448;15945;7915;11913;-1;9412;11936;8118
474;10381;1839;-1;12395;5449;15946;7916;11915;-1;9444;11937;8119
475;10388;1840;-1;12396;5450;15947;7917;11916;-1;9461;11940;8120
476;10389;1841;-1;12397;5455;15948;7918;11917;-1;9462;11942;8121
477;10396;1842;-1;12398;5457;15949;7919;11918;-1;9486;11944;8122
478;10397;1843;-1;12399;5458;15950;7920;12078;-1;9518;11945;8123
479;10400;1844;-1;12400;5459;15951;7921;12081;-1;9548;11992;8124
480;10402;1845;-1;12401;5460;15952;7922;12082;-1;9549;11993;8125
481;10403;1846;-1;12474;5461;17264;7923;12083;-1;9623;11994;8126
482;10406;1847;-1;12512;5462;17265;7924;12084;-1;9636;11996;8127
483;10407;1848;-1;12605;5463;17381;7925;12085;-1;9637;11998;8128
484;10410;1849;-1;12793;5465;17382;7926;12086;-1;9638;12160;8132
485;10411;1850;-1;12849;5466;17383;7927;12087;-1;9639;12161;8134
486;10421;1851;-1;12882;5467;17384;7928;12088;-1;9640;12162;8135
487;10422;1852;-1;12883;5468;17839;7929;12089;-1;9641;12163;8136
488;10423;1853;-1;13100;5469;17840;7930;12090;-1;9695;12164;8137
489;10426;1854;-1;13101;5470;17897;7931;12091;-1;9698;12165;8138
490;10427;1855;-1;13111;5471;17899;7932;12092;-1;9703;12166;8139
491;10469;1856;-1;13112;5472;17900;7933;12093;-1;9704;12169;8592
492;10470;1857;-1;13278;5474;17901;7934;12094;-1;9709;12170;8735
493;10471;1858;-1;13445;5476;17903;7935;12095;-1;9710;12171;9485
494;10493;1859;-1;13563;5477;17904;7943;12096;-1;9711;12172;9488
495;10494;1860;-1;13564;5478;17905;7950;12097;-1;9712;12173;9532
496;10495;1861;-1;13609;5479;17906;7954;12098;-1;9713;12174;9539
497;10497;1862;-1;13679;5480;17907;7956;12099;-1;9714;12175;9540
498;10498;1863;-1;13729;5481;17908;7958;12100;-1;9802;12176;9541
499;10499;1864;-1;13730;5482;17909;7959;12101;-1;9803;12177;9543
500;10500;1865;-1;13731;5483;17910;7960;12102;-1;9804;12180;9544
501;10505;1866;-1;14060;5484;17911;7961;12103;-1;9805;12390;9545
502;10506;1867;-1;14965;5485;17912;7962;12149;-1;9806;12454;9594
503;10515;1868;-1;15313;5486;17913;7967;12150;-1;9807;12455;9597
504;10523;1869;-1;15314;5487;17914;7977;12151;-1;9808;12456;9598
505;10560;1870;-1;15315;5488;17915;7978;12152;-1;9809;12457;10311
506;10561;1871;-1;15316;5489;17916;8024;12153;-1;9810;12458;10312
507;10562;1872;-1;15329;5490;17917;8025;12154;-1;9811;12460;10502
508;10563;1873;-1;15330;5491;17921;8065;12155;-1;9812;12461;10503
509;10564;1874;-1;15342;5492;17922;8066;12156;-1;9813;12462;10504
510;10587;1875;-1;15343;5493;17953;8260;12159;-1;9831;12463;10507
511;10617;1876;-1;15344;5494;18068;8261;12213;-1;9834;12464;10508
512;10618;1877;-1;15345;5501;18077;8262;12467;-1;9838;12479;10509
513;10619;1878;-1;15346;5525;18078;8263;12468;-1;9844;12482;10512
514;10620;1879;-1;15502;5891;18087;8264;12469;-1;9845;12483;10513
515;10702;1880;-1;15563;5892;18088;8376;12470;-1;9849;12484;10514
516;10809;1881;-1;15564;5894;18089;8377;12471;-1;9850;12485;11200
517;10810;1882;-1;15565;5899;18090;8498;12472;-1;9852;12487;11211
518;10829;1883;-1;15667;5900;18091;8499;12473;-1;9853;12489;11214
519;10830;1884;-1;15698;5901;18092;8500;13157;-1;9854;12490;11215
520;10831;1885;-1;15720;5902;18094;8503;13284;-1;9956;12745;11216
521;10832;1886;-1;15748;5903;18095;8504;13285;-1;9957;12746;11217
522;10833;1887;-1;15749;5905;18096;8510;13286;-1;9958;12747;11218
523;10834;1888;-1;15750;5906;18097;8570;13287;-1;9959;12748;11219
524;10835;1889;-1;15754;5912;18098;8574;13288;-1;9963;12782;11220
525;10836;1890;-1;15755;5913;18100;8619;13289;-1;9964;12783;11221
526;10837;1891;-1;15756;5914;18248;8656;13290;-1;10001;12784;11222
527;10838;1892;-1;15757;5917;18255;8657;13291;-1;10003;12785;11223
528;10841;1893;-1;15775;5918;-1;8658;13292;-1;10008;12786;11224
529;10842;1894;-1;15801;5919;-1;8659;13293;-1;10137;12797;11225
530;10843;1895;-1;15810;5920;-1;8786;13294;-1;10223;13119;11226
531;10844;1896;-1;15883;5921;-1;8790;13295;-1;10253;13120;11227
532;10845;1897;-1;15925;5922;-1;8791;13296;-1;10371;13298;11228
533;10846;1898;-1;15927;5923;-1;8792;13297;-1;10372;13406;11229
534;10847;1899;-1;16041;5924;-1;8793;13299;-1;10378;13407;11230
535;10848;1901;-1;16048;5925;-1;8794;13300;-1;10382;13419;11231
536;10879;1902;-1;16049;5926;-1;8795;13312;-1;10435;13422;11235
537;10932;1903;-1;16089;5927;-1;8796;13313;-1;10436;13481;11236
538;10936;1904;-1;16090;5928;-1;8797;13314;-1;10438;13485;11238
539;10937;1905;-1;17087;5929;-1;8798;13336;-1;10439;13486;11239
540;10938;1906;-1;17207;5930;-1;8799;13337;-1;10440;13783;11241
541;11054;1907;-1;17208;5931;-1;8800;13338;-1;10441;13784;11246
542;11189;1908;-1;17209;5933;-1;8801;13339;-1;10442;13785;11248
543;11198;1909;-1;17250;5934;-1;8802;13340;-1;10443;13786;11706
544;11232;1910;-1;17269;5935;-1;8803;13341;-1;10444;13812;11707
545;11261;1911;-1;17270;5997;-1;8804;13343;-1;10446;13962;11708
546;11262;1912;-1;17385;6002;-1;8805;13344;-1;10447;14118;11709
547;11263;1913;-1;17421;6003;-1;8806;13345;-1;10448;14119;11710
548;11264;1914;-1;17422;6008;-1;8807;13346;-1;10449;14124;11711
549;11265;1915;-1;17526;6009;-1;8808;13347;-1;10450;15085;11712
550;11266;1916;-1;17533;6061;-1;8809;13348;-1;10451;15332;11713
551;11267;1918;-1;17534;6077;-1;8810;13349;-1;10452;15333;11715
552;11268;1920;-1;17564;6079;-1;8811;13453;-1;10453;15334;11717
553;11269;1921;-1;17567;6080;-1;8812;13459;-1;10455;15335;11718
554;11271;1922;-1;17656;6091;-1;8813;13495;-1;10456;15336;11720
555;11272;1923;-1;17885;6092;-1;8814;13496;-1;10457;15337;11721
556;11276;1924;-1;17896;6096;-1;8815;13497;-1;10458;15338;11722
557;11277;1925;-1;17954;6248;-1;8817;13498;-1;10459;15339;11723
558;11365;1936;-1;17955;6253;-1;8818;13499;-1;10475;15340;11724
559;11369;1937;-1;17956;6254;-1;8819;13500;-1;10476;15341;11725
560;11483;1951;-1;17957;6255;-1;8820;13501;-1;10543;15480;11728
561;11526;1955;-1;18012;6256;-1;8821;13502;-1;10545;15582;11729
562;11542;1956;-1;18013;6257;-1;8822;13503;-1;10621;15583;11731
563;11546;1957;-1;18142;6258;-1;8823;13504;-1;10627;15584;11732
564;11692;1961;-1;18145;6259;-1;8824;13590;-1;10772;15585;11733
565;11693;1986;-1;18238;6260;-1;8825;13591;-1;10773;16002;11734
566;11697;2118;-1;18239;6261;-1;8827;13688;-1;10780;16003;11735
567;11701;2119;-1;18264;6262;-1;8828;13781;-1;10781;16004;11736
568;11730;2120;-1;18266;6263;-1;8829;13804;-1;10783;16005;11737
569;11788;2121;-1;18277;6264;-1;8830;13805;-1;10784;16064;11738
570;11955;2565;-1;18350;6265;-1;8897;13806;-1;10796;16067;11739
571;11957;2566;-1;18375;6266;-1;8926;13807;-1;10797;16068;11740
572;11958;2568;-1;-1;6267;-1;8927;13808;-1;10798;16069;11741
573;11991;2571;-1;-1;6268;-1;8928;13809;-1;10799;17297;11742
574;11997;2572;-1;-1;6269;-1;8929;14074;-1;10800;17298;11743
575;12037;2573;-1;-1;6270;-1;8930;14075;-1;10801;17491;11744
576;12047;2574;-1;-1;6272;-1;8931;14076;-1;10802;17501;11745
577;12079;2581;-1;-1;6273;-1;8932;14077;-1;10803;17584;11746
578;12104;2592;-1;-1;6274;-1;8933;14080;-1;10804;17586;11750
579;12107;2593;-1;-1;6275;-1;8934;14081;-1;10805;17587;12223
580;12108;2594;-1;-1;6276;-1;8935;14125;-1;10806;17594;13235
581;12128;2622;-1;-1;6277;-1;8936;14956;-1;10807;17595;13236
582;12227;2796;-1;-1;6278;-1;8937;15089;-1;10808;17596;13237
583;12228;2797;-1;-1;6279;-1;9104;15090;-1;10811;-1;13238
584;12234;2798;-1;-1;6280;-1;9185;15091;-1;10812;-1;13239
585;12483;2799;-1;-1;6281;-1;9186;15092;-1;10851;-1;13240
586;12489;2800;-1;-1;6284;-1;9187;15104;-1;10860;-1;13241
587;12490;2801;-1;-1;6285;-1;9188;15106;-1;10861;-1;13242
588;12491;2802;-1;-1;6286;-1;9189;15107;-1;10862;-1;13243
589;12492;2804;-1;-1;6287;-1;9190;15108;-1;10863;-1;13325
590;12494;2805;-1;-1;6288;-1;9191;15109;-1;10864;-1;13333
591;12495;2808;-1;-1;6290;-1;9192;15110;-1;10865;-1;13511
592;12496;2820;-1;-1;6292;-1;9193;15111;-1;10866;-1;13512
593;12499;2821;-1;-1;6293;-1;9203;15112;-1;10881;-1;13513
594;12500;2822;-1;-1;6294;-1;9277;15113;-1;10882;-1;13518
595;12502;2887;-1;-1;6297;-1;9281;15114;-1;10883;-1;13519
596;12503;2888;-1;-1;6299;-1;9361;15115;-1;10884;-1;13521
597;12505;2889;-1;-1;6300;-1;9469;15116;-1;10885;-1;13524
598;12510;2890;-1;-1;6301;-1;9482;15117;-1;10886;-1;13525
599;12514;2891;-1;-1;6302;-1;9483;15118;-1;10887;-1;13527
600;12516;2892;-1;-1;6303;-1;9484;15119;-1;10888;-1;13528
601;12517;2893;-1;-1;6308;-1;9487;15120;-1;10889;-1;13529
602;12521;2894;-1;-1;6341;-1;9489;15121;-1;10890;-1;13530
603;12525;2895;-1;-1;6342;-1;9492;15256;-1;10922;-1;13533
604;12550;2896;-1;-1;6424;-1;9493;15257;-1;10923;-1;13534
605;12552;2897;-1;-1;6425;-1;9494;15258;-1;10933;-1;13535
606;12613;2898;-1;-1;6439;-1;9495;15267;-1;10934;-1;13538
607;12614;2899;-1;-1;6477;-1;9496;15268;-1;11279;-1;13539
608;12710;2900;-1;-1;6479;-1;9497;15269;-1;11290;-1;13540
609;12723;2901;-1;-1;6481;-1;9498;15270;-1;11291;-1;13543
610;12770;2902;-1;-1;6485;-1;9499;15271;-1;11292;-1;13544
611;12805;2903;-1;-1;6486;-1;9500;15272;-1;11293;-1;13546
612;12971;2904;-1;-1;6487;-1;9501;15273;-1;11294;-1;13547
613;13090;2905;-1;-1;6488;-1;9773;15274;-1;11295;-1;13548
614;13091;2906;-1;-1;6489;-1;9777;15275;-1;11296;-1;13549
615;13092;2907;-1;-1;6490;-1;9778;15276;-1;11297;-1;13550
616;13097;2908;-1;-1;6491;-1;9779;15277;-1;11298;-1;13551
617;13102;2909;-1;-1;6492;-1;9780;15278;-1;11299;-1;13552
618;13103;2910;-1;-1;6493;-1;9781;15279;-1;11300;-1;13553
619;13104;2911;-1;-1;6494;-1;9782;15280;-1;11301;-1;13555
620;13105;2912;-1;-1;6495;-1;9783;15281;-1;11303;-1;13556
621;13106;2913;-1;-1;6496;-1;9784;15282;-1;11304;-1;13557
622;13121;2914;-1;-1;6497;-1;9785;15283;-1;11305;-1;13558
623;13123;2915;-1;-1;6498;-1;9793;15284;-1;11306;-1;13559
624;13124;2916;-1;-1;6499;-1;9794;15285;-1;11307;-1;13560
625;13125;2917;-1;-1;6500;-1;9796;15286;-1;11319;-1;13562
626;13150;2918;-1;-1;6501;-1;9797;15287;-1;11320;-1;13563
627;13173;2920;-1;-1;6502;-1;9851;15288;-1;11322;-1;13564
628;13224;2921;-1;-1;6503;-1;9875;15306;-1;11323;-1;13565
629;13225;2922;-1;-1;6504;-1;9876;15307;-1;11326;-1;13566
630;13226;2923;-1;-1;6505;-1;9877;15308;-1;11327;-1;13567
631;13227;2924;-1;-1;6506;-1;9878;15418;-1;11436;-1;13568
632;13228;2925;-1;-1;6507;-1;9879;15419;-1;11437;-1;13569
633;13229;2926;-1;-1;6508;-1;9880;15423;-1;11438;-1;13570
634;13230;2927;-1;-1;6509;-1;9881;15424;-1;11484;-1;13571
635;13231;2928;-1;-1;6510;-1;9882;15431;-1;11485;-1;13572
636;13232;2929;-1;-1;6511;-1;9883;15432;-1;11486;-1;13573
637;13233;2930;-1;-1;6512;-1;9884;15433;-1;11532;-1;13575
638;13266;2931;-1;-1;6513;-1;9885;15438;-1;12027;-1;13577
639;13267;2932;-1;-1;6514;-1;9886;15439;-1;12029;-1;13579
640;13275;2933;-1;-1;6516;-1;9887;15446;-1;12030;-1;13582
641;13329;2934;-1;-1;6517;-1;9888;15462;-1;12214;-1;13586
642;13434;2935;-1;-1;6518;-1;9889;15463;-1;12215;-1;13875
643;13435;2936;-1;-1;6519;-1;9890;15464;-1;12216;-1;13959
644;13446;2937;-1;-1;6520;-1;9891;15465;-1;12217;-1;13968
645;13460;2938;-1;-1;6521;-1;9892;15466;-1;12325;-1;14061
646;13536;2939;-1;-1;6522;-1;9893;15467;-1;12337;-1;14062
647;13580;2940;-1;-1;6523;-1;9894;15468;-1;12383;-1;14063
648;13581;2941;-1;-1;6524;-1;9895;15469;-1;12384;-1;14066
649;13629;2942;-1;-1;6525;-1;9896;15470;-1;12385;-1;14121
650;13630;2943;-1;-1;6526;-1;9897;15471;-1;12441;-1;14122
651;13673;2944;-1;-1;6527;-1;9898;15472;-1;12442;-1;14127
652;13681;2945;-1;-1;6536;-1;9901;15473;-1;12445;-1;14128
653;13708;2946;-1;-1;6537;-1;9931;15474;-1;12656;-1;14168
654;13714;2979;-1;-1;6538;-1;9932;15475;-1;12657;-1;14169
655;13944;2983;-1;-1;6539;-1;9933;15476;-1;12658;-1;15695
656;13945;2986;-1;-1;6540;-1;9934;15477;-1;12659;-1;15696
657;13946;2994;-1;-1;6541;-1;9935;15482;-1;12660;-1;15774
658;13947;2995;-1;-1;6542;-1;9936;15486;-1;12661;-1;15931
659;13948;3312;-1;-1;6543;-1;9937;15487;-1;12662;-1;17226
660;13949;3313;-1;-1;6544;-1;9938;15488;-1;12663;-1;17258
661;13954;3314;-1;-1;6545;-1;9939;15489;-1;12664;-1;17263
662;13955;3315;-1;-1;6546;-1;9940;15533;-1;12665;-1;17291
663;13956;3316;-1;-1;6547;-1;9941;15534;-1;12666;-1;17292
664;13957;3317;-1;-1;6548;-1;9942;15617;-1;12667;-1;17293
665;13958;3318;-1;-1;6549;-1;9943;15620;-1;12668;-1;17294
666;13960;3319;-1;-1;6553;-1;9944;15623;-1;12669;-1;17295
667;13961;3320;-1;-1;6554;-1;9945;15624;-1;12670;-1;17296
668;13976;3321;-1;-1;6555;-1;9946;15625;-1;12671;-1;17508
669;14052;3322;-1;-1;6559;-1;9948;15626;-1;12672;-1;17625
670;14053;3561;-1;-1;6560;-1;9949;15637;-1;12673;-1;17626
671;14054;3562;-1;-1;6564;-1;9950;15638;-1;12674;-1;17628
672;14055;3563;-1;-1;6565;-1;9951;15639;-1;12679;-1;17629
673;14056;3564;-1;-1;6566;-1;9952;15640;-1;12689;-1;17631
674;14057;3565;-1;-1;6567;-1;9961;15697;-1;12700;-1;17632
675;14058;3566;-1;-1;6569;-1;10063;15699;-1;12708;-1;17633
676;14059;3567;-1;-1;6571;-1;10064;15700;-1;12711;-1;17635
677;14064;3572;-1;-1;6572;-1;10065;15701;-1;12712;-1;17636
678;14065;3573;-1;-1;6573;-1;10066;15702;-1;12713;-1;17637
679;14117;5087;-1;-1;6574;-1;10067;15703;-1;12714;-1;17638
680;14120;5116;-1;-1;6575;-1;10070;15704;-1;12715;-1;17639
681;14123;5117;-1;-1;6576;-1;10080;15705;-1;12716;-1;17640
682;14129;5118;-1;-1;6577;-1;10081;15706;-1;12717;-1;17641
683;14134;5119;-1;-1;6578;-1;10082;15707;-1;12718;-1;17642
684;14135;5198;-1;-1;6579;-1;10119;15708;-1;12722;-1;17643
685;14136;5199;-1;-1;6580;-1;10120;15709;-1;12723;-1;17644
686;14137;5200;-1;-1;6581;-1;10121;15710;-1;12724;-1;17647
687;14147;5201;-1;-1;6585;-1;10122;15711;-1;12726;-1;17648
688;14161;5202;-1;-1;6586;-1;10123;15712;-1;12727;-1;17649
689;14162;5203;-1;-1;6587;-1;10124;15713;-1;12729;-1;17650
690;14163;5204;-1;-1;6588;-1;10125;15714;-1;12730;-1;17651
691;14870;5205;-1;-1;6589;-1;10126;15715;-1;12731;-1;17653
692;14871;5206;-1;-1;6590;-1;10127;15716;-1;12732;-1;17657
693;14872;5207;-1;-1;6601;-1;10128;15730;-1;12736;-1;17658
694;14940;5208;-1;-1;6602;-1;10129;15741;-1;12738;-1;17659
695;14944;5209;-1;-1;6603;-1;10130;15747;-1;12739;-1;17660
696;14954;5210;-1;-1;6604;-1;10131;15781;-1;12740;-1;17662
697;15190;5211;-1;-1;6605;-1;10132;15886;-1;12750;-1;17663
698;15191;5291;-1;-1;6606;-1;10133;15887;-1;12751;-1;17664
699;15192;5292;-1;-1;6607;-1;10134;15888;-1;12759;-1;17665
700;15193;5293;-1;-1;6608;-1;10165;15896;-1;12760;-1;17666
701;15194;5294;-1;-1;6609;-1;10166;15940;-1;12769;-1;17669
702;15195;5296;-1;-1;6610;-1;10167;15943;-1;12770;-1;17670
703;15196;5297;-1;-1;6611;-1;10168;15948;-1;12776;-1;17671
704;15197;5299;-1;-1;6612;-1;10169;15953;-1;12777;-1;17674
705;15198;5300;-1;-1;6613;-1;10174;15954;-1;12779;-1;17678
706;15199;5303;-1;-1;6614;-1;10191;15955;-1;12780;-1;17679
707;15200;5304;-1;-1;6615;-1;10244;15956;-1;12781;-1;17681
708;15201;5305;-1;-1;6616;-1;10246;15957;-1;12784;-1;17683
709;15202;5306;-1;-1;6617;-1;10247;15958;-1;12785;-1;17684
710;15203;5307;-1;-1;6618;-1;10248;15959;-1;12791;-1;17687
711;15204;5308;-1;-1;6619;-1;10249;15960;-1;12792;-1;17688
712;15205;5309;-1;-1;6620;-1;10250;15961;-1;12794;-1;17690
713;15206;5310;-1;-1;6621;-1;10251;16008;-1;12795;-1;17691
714;15207;5311;-1;-1;6622;-1;10252;16009;-1;12796;-1;17692
715;15210;5312;-1;-1;6623;-1;10300;16011;-1;12815;-1;17698
716;15245;5313;-1;-1;6624;-1;10345;16012;-1;12845;-1;18025
717;15252;5314;-1;-1;6625;-1;10346;16013;-1;12853;-1;18026
718;15253;5317;-1;-1;6626;-1;10349;16014;-1;12854;-1;18051
719;15255;5318;-1;-1;6627;-1;10350;16015;-1;12856;-1;18064
720;15259;5319;-1;-1;6628;-1;10351;17240;-1;12858;-1;18137
721;15260;5320;-1;-1;6629;-1;10352;17241;-1;12881;-1;18146
722;15261;5321;-1;-1;6630;-1;10353;17242;-1;12909;-1;18421
723;15262;5322;-1;-1;6631;-1;10354;17251;-1;12914;-1;-1
724;15263;5323;-1;-1;6632;-1;10355;17252;-1;12938;-1;-1
725;15264;5324;-1;-1;6633;-1;10356;17253;-1;12941;-1;-1
726;15265;5325;-1;-1;6634;-1;10357;17254;-1;12942;-1;-1
727;15266;5326;-1;-1;6635;-1;10358;17255;-1;12957;-1;-1
728;15342;5327;-1;-1;6636;-1;10359;17256;-1;12959;-1;-1
729;15501;5328;-1;-1;6637;-1;10360;17257;-1;12962;-1;-1
730;15502;5329;-1;-1;6638;-1;10475;17326;-1;12964;-1;-1
731;15503;5330;-1;-1;6639;-1;10531;17327;-1;12967;-1;-1
732;15504;5331;-1;-1;6640;-1;10532;17328;-1;12968;-1;-1
